,State,Year,Quarter,Txn_type,No_of_txn,amount
3143,rajasthan,2021,2,Others,620957,422031947.60023904
3144,rajasthan,2021,3,Peer-to-peer payments,181742972,575912799217.8965
3145,rajasthan,2021,3,Merchant payments,167819345,105548321875.05884
3146,rajasthan,2021,3,Recharge & bill payments,49709657,28335516739.41771
3147,rajasthan,2021,3,Financial Services,197211,190362135.86135098
3148,rajasthan,2021,3,Others,815568,524328574.25040925
3149,rajasthan,2021,4,Merchant payments,221774624,151967969235.0213
3150,rajasthan,2021,4,Peer-to-peer payments,212937264,718215327365.9165
3151,rajasthan,2021,4,Recharge & bill payments,51610607,32831163302.92643
3152,rajasthan,2021,4,Financial Services,265091,263180819.6932125
3153,rajasthan,2021,4,Others,1034011,656777820.7586894
3154,rajasthan,2022,1,Merchant payments,267467038,171182113048.26318
3155,rajasthan,2022,1,Peer-to-peer payments,241739380,814525435614.1678
3156,rajasthan,2022,1,Recharge & bill payments,54555117,35542881861.07577
3157,rajasthan,2022,1,Financial Services,244029,243340851.71204624
3158,rajasthan,2022,1,Others,956656,556409604.9103613
3159,rajasthan,2022,2,Merchant payments,336900860,208238945148.44
3160,rajasthan,2022,2,Peer-to-peer payments,263380560,905641041298.7231
3161,rajasthan,2022,2,Recharge & bill payments,59879660,38325678033.564705
3162,rajasthan,2022,2,Financial Services,170705,175399371.37748802
3163,rajasthan,2022,2,Others,838365,452454748.2866859
3164,rajasthan,2022,3,Merchant payments,398104319,230609701751.02283
3165,rajasthan,2022,3,Peer-to-peer payments,299383118,961209376585.5621
3166,rajasthan,2022,3,Recharge & bill payments,69118763,46000391408.24405
3167,rajasthan,2022,3,Financial Services,215235,220271929.84233993
3168,rajasthan,2022,3,Others,719925,449514643.6055006
3169,rajasthan,2022,4,Merchant payments,457778005,275194969877.524
3170,rajasthan,2022,4,Peer-to-peer payments,334316758,1130380720682.5203
3171,rajasthan,2022,4,Recharge & bill payments,72510470,50609988781.94313
3172,rajasthan,2022,4,Financial Services,244442,270658680.97924906
3173,rajasthan,2022,4,Others,725173,500361375.69058275
3174,rajasthan,2023,1,Merchant payments,484552414,276693132279.0
3175,rajasthan,2023,1,Peer-to-peer payments,353301155,1216864232698.0
3176,rajasthan,2023,1,Recharge & bill payments,82232131,60583110261.0
3177,rajasthan,2023,1,Financial Services,259195,274450998.0
3178,rajasthan,2023,1,Others,751791,498449614.0
3179,rajasthan,2023,2,Merchant payments,592487449,310487787699.0
3180,rajasthan,2023,2,Peer-to-peer payments,389865502,1321457235324.0
3181,rajasthan,2023,2,Recharge & bill payments,90082184,65720609268.0
3182,rajasthan,2023,2,Financial Services,289948,328805088.0
3183,rajasthan,2023,2,Others,734255,461148921.0
3184,sikkim,2018,1,Recharge & bill payments,26965,4823943.542263939
3185,sikkim,2018,1,Peer-to-peer payments,13559,56334584.632872
3186,sikkim,2018,1,Merchant payments,1349,1677583.1440411464
3187,sikkim,2018,1,Financial Services,608,86906.81958101383
3188,sikkim,2018,1,Others,1597,1727920.8016103164
3189,sikkim,2018,2,Recharge & bill payments,45435,9465769.856051585
3190,sikkim,2018,2,Peer-to-peer payments,24237,127051984.3879841
3191,sikkim,2018,2,Merchant payments,2556,4713227.148135973
3192,sikkim,2018,2,Financial Services,562,218130.12995975127
3193,sikkim,2018,2,Others,1788,2243974.0076642134
3194,sikkim,2018,3,Recharge & bill payments,58421,12221506.18938216
3195,sikkim,2018,3,Peer-to-peer payments,43195,215547415.4557628
3196,sikkim,2018,3,Merchant payments,4521,5322296.747954514
3197,sikkim,2018,3,Financial Services,562,261766.8021705601
3198,sikkim,2018,3,Others,1801,1727241.758047811
3199,sikkim,2018,4,Recharge & bill payments,79232,16713780.628117373
3200,sikkim,2018,4,Peer-to-peer payments,65451,351253329.74205655
3201,sikkim,2018,4,Merchant payments,7452,12637809.239460425
3202,sikkim,2018,4,Financial Services,717,596472.7145790398
3203,sikkim,2018,4,Others,1681,1939965.7540404093
3204,sikkim,2019,1,Peer-to-peer payments,121984,422987999.89472675
3205,sikkim,2019,1,Recharge & bill payments,96878,20711589.874598008
3206,sikkim,2019,1,Merchant payments,18346,11837344.846847566
3207,sikkim,2019,1,Financial Services,1225,191594.23340424805
3208,sikkim,2019,1,Others,1854,2265105.53451732
3209,sikkim,2019,2,Peer-to-peer payments,172125,674044301.8399961
3210,sikkim,2019,2,Recharge & bill payments,142582,32535297.489453897
3211,sikkim,2019,2,Merchant payments,66722,28248001.02647286
3212,sikkim,2019,2,Financial Services,2294,310197.54774877685
3213,sikkim,2019,2,Others,4521,3756445.53226958
3214,sikkim,2019,3,Peer-to-peer payments,203052,794235862.6317357
3215,sikkim,2019,3,Merchant payments,188753,52337322.5262961
3216,sikkim,2019,3,Recharge & bill payments,156125,33922224.892257094
3217,sikkim,2019,3,Financial Services,288,548142.8999844441
3218,sikkim,2019,3,Others,4218,3672895.4901549704
3219,sikkim,2019,4,Peer-to-peer payments,508471,1086457147.940953
3220,sikkim,2019,4,Recharge & bill payments,181287,42705664.08625737
3221,sikkim,2019,4,Merchant payments,73992,43954548.804204434
3222,sikkim,2019,4,Financial Services,373,494076.3450829056
3223,sikkim,2019,4,Others,2947,2898164.4797200123
3224,sikkim,2020,1,Peer-to-peer payments,230413,954765350.1856782
3225,sikkim,2020,1,Recharge & bill payments,215586,53588505.838823974
3226,sikkim,2020,1,Merchant payments,79881,43201695.38937264
3227,sikkim,2020,1,Financial Services,345,175569.53933206247
3228,sikkim,2020,1,Others,1893,1745150.991195219
3229,sikkim,2020,2,Recharge & bill payments,297620,78397187.10935993
3230,sikkim,2020,2,Peer-to-peer payments,186495,939900165.9422412
3231,sikkim,2020,2,Merchant payments,31442,34385184.65717751
3232,sikkim,2020,2,Financial Services,883,999656.0722047673
3233,sikkim,2020,2,Others,1291,936594.480283038
3234,sikkim,2020,3,Recharge & bill payments,298885,83894642.6709112
3235,sikkim,2020,3,Peer-to-peer payments,245087,1255521152.966514
3236,sikkim,2020,3,Merchant payments,49299,58337178.67223759
3237,sikkim,2020,3,Financial Services,1252,1795366.733436462
3238,sikkim,2020,3,Others,1912,1378387.6172995246
3239,sikkim,2020,4,Peer-to-peer payments,334069,1711730126.584541
3240,sikkim,2020,4,Recharge & bill payments,301382,90168624.05415541
3241,sikkim,2020,4,Merchant payments,95503,112478003.86391157
3242,sikkim,2020,4,Financial Services,1427,2361187.592392395
3243,sikkim,2020,4,Others,2654,2537863.027923054
3244,sikkim,2021,1,Peer-to-peer payments,403703,1965492629.578867
3245,sikkim,2021,1,Recharge & bill payments,279679,93174110.112334
3246,sikkim,2021,1,Merchant payments,112925,154183320.1372872
3247,sikkim,2021,1,Financial Services,1844,3027799.2784099854
3248,sikkim,2021,1,Others,2038,1789867.7338266163
3249,sikkim,2021,2,Peer-to-peer payments,473141,2125758496.616091
3250,sikkim,2021,2,Recharge & bill payments,345495,103846501.52404109
3251,sikkim,2021,2,Merchant payments,153671,190473176.21848944
3252,sikkim,2021,2,Financial Services,1865,2851874.287465013
3253,sikkim,2021,2,Others,2542,1969531.0292125773
3254,sikkim,2021,3,Peer-to-peer payments,595826,2582075089.383399
3255,sikkim,2021,3,Recharge & bill payments,346173,111613776.75942023
3256,sikkim,2021,3,Merchant payments,213808,290732930.46291006
3257,sikkim,2021,3,Financial Services,1689,2624558.3857180667
3258,sikkim,2021,3,Others,3098,2290508.8169457563
3259,sikkim,2021,4,Peer-to-peer payments,831597,3548508409.656125
3260,sikkim,2021,4,Recharge & bill payments,376078,136473754.40071422
3261,sikkim,2021,4,Merchant payments,369343,504586163.5569785
3262,sikkim,2021,4,Financial Services,2269,3162023.7210206646
3263,sikkim,2021,4,Others,5058,4052910.300969372
3264,sikkim,2022,1,Peer-to-peer payments,916940,3650961081.00263
3265,sikkim,2022,1,Merchant payments,449273,570784579.6670712
3266,sikkim,2022,1,Recharge & bill payments,371579,139135962.10369253
3267,sikkim,2022,1,Financial Services,2124,3062332.163804472
3268,sikkim,2022,1,Others,4386,3487320.9262269526
3269,sikkim,2022,2,Peer-to-peer payments,1198014,4596501308.195931
3270,sikkim,2022,2,Merchant payments,706658,847497607.0893551
3271,sikkim,2022,2,Recharge & bill payments,411189,162174479.6973383
3272,sikkim,2022,2,Financial Services,1758,1861284.7969863976
3273,sikkim,2022,2,Others,4462,3070990.527526753
3274,sikkim,2022,3,Peer-to-peer payments,1222037,4173703593.656705
3275,sikkim,2022,3,Merchant payments,772650,830361400.9603965
3276,sikkim,2022,3,Recharge & bill payments,397207,153567926.32171312
3277,sikkim,2022,3,Financial Services,1538,2851319.5479129553
3278,sikkim,2022,3,Others,3326,2396303.4047308513
3279,sikkim,2022,4,Peer-to-peer payments,1548662,5175155338.821596
3280,sikkim,2022,4,Merchant payments,1033541,1096220774.255463
3281,sikkim,2022,4,Recharge & bill payments,470639,181281682.32208142
3282,sikkim,2022,4,Financial Services,2049,2701971.788609252
3283,sikkim,2022,4,Others,3448,3025622.2320622765
3284,sikkim,2023,1,Peer-to-peer payments,1779090,5451626602.0
3285,sikkim,2023,1,Merchant payments,1067585,1091745064.0
3286,sikkim,2023,1,Recharge & bill payments,543957,213517668.0
3287,sikkim,2023,1,Financial Services,2603,2801184.0
3288,sikkim,2023,1,Others,2893,2877504.0
3289,sikkim,2023,2,Peer-to-peer payments,2196285,6799375282.0
3290,sikkim,2023,2,Merchant payments,1616549,1523202088.0
3291,sikkim,2023,2,Recharge & bill payments,594826,251468530.0
3292,sikkim,2023,2,Financial Services,2790,3457083.0
3293,sikkim,2023,2,Others,2517,2847453.0
3294,tamil-nadu,2018,1,Recharge & bill payments,3308548,646028338.3951533
3295,tamil-nadu,2018,1,Peer-to-peer payments,2670613,10031518934.085688
3296,tamil-nadu,2018,1,Merchant payments,326510,272002057.1736871
3297,tamil-nadu,2018,1,Financial Services,115363,31876073.74792233
3298,tamil-nadu,2018,1,Others,305588,280132294.11422664
3299,tamil-nadu,2018,2,Recharge & bill payments,4464677,1189892955.8051775
3300,tamil-nadu,2018,2,Peer-to-peer payments,4433762,18067624388.09562
3301,tamil-nadu,2018,2,Merchant payments,627918,517130320.4660308
3302,tamil-nadu,2018,2,Financial Services,167035,65402385.25640666
3303,tamil-nadu,2018,2,Others,298736,285794226.64323723
3304,tamil-nadu,2018,3,Peer-to-peer payments,8810836,26792462660.044968
3305,tamil-nadu,2018,3,Recharge & bill payments,5148411,1521551955.205038
3306,tamil-nadu,2018,3,Merchant payments,1290978,733189649.5729834
3307,tamil-nadu,2018,3,Financial Services,191732,37049222.36590697
3308,tamil-nadu,2018,3,Others,332121,245838753.995272
3309,tamil-nadu,2018,4,Peer-to-peer payments,11538547,39180083690.57276
3310,tamil-nadu,2018,4,Recharge & bill payments,7093764,2020329567.8245385
3311,tamil-nadu,2018,4,Merchant payments,3145621,1742903221.432857
3312,tamil-nadu,2018,4,Financial Services,228398,46571758.68242933
3313,tamil-nadu,2018,4,Others,451114,312185737.38152075
3314,tamil-nadu,2019,1,Peer-to-peer payments,18645926,51296299081.44436
3315,tamil-nadu,2019,1,Recharge & bill payments,8863289,2695317014.8660007
3316,tamil-nadu,2019,1,Merchant payments,4195222,1924461188.9900146
3317,tamil-nadu,2019,1,Financial Services,193261,31217137.545322973
3318,tamil-nadu,2019,1,Others,377347,256742393.28426796
3319,tamil-nadu,2019,2,Peer-to-peer payments,16952961,57924128549.06981
3320,tamil-nadu,2019,2,Recharge & bill payments,8414514,3280033639.8500404
3321,tamil-nadu,2019,2,Merchant payments,6296995,2690331792.5060787
3322,tamil-nadu,2019,2,Financial Services,70142,18334602.389631532
3323,tamil-nadu,2019,2,Others,437125,294847441.9421142
3324,tamil-nadu,2019,3,Peer-to-peer payments,21277636,70615331408.53966
3325,tamil-nadu,2019,3,Merchant payments,10344027,4079315732.661683
3326,tamil-nadu,2019,3,Recharge & bill payments,9246678,3964144354.4161515
3327,tamil-nadu,2019,3,Financial Services,88261,27213741.831077334
3328,tamil-nadu,2019,3,Others,453581,273599406.1898495
3329,tamil-nadu,2019,4,Peer-to-peer payments,28814008,91858026341.27563
3330,tamil-nadu,2019,4,Merchant payments,16153034,6420193204.780616
3331,tamil-nadu,2019,4,Recharge & bill payments,11157765,4681454397.562926
3332,tamil-nadu,2019,4,Financial Services,60624,24332240.65556671
3333,tamil-nadu,2019,4,Others,410980,206859328.2685905
3334,tamil-nadu,2020,1,Peer-to-peer payments,30880360,101907683045.28436
3335,tamil-nadu,2020,1,Merchant payments,21541556,8950736938.223478
3336,tamil-nadu,2020,1,Recharge & bill payments,14134259,5493239429.7322235
3337,tamil-nadu,2020,1,Financial Services,61427,41422107.813630365
3338,tamil-nadu,2020,1,Others,335871,176604658.386683
3339,tamil-nadu,2020,2,Peer-to-peer payments,21700844,82347647064.12332
3340,tamil-nadu,2020,2,Recharge & bill payments,18474731,6414781159.484189
3341,tamil-nadu,2020,2,Merchant payments,11477546,6909361871.628206
3342,tamil-nadu,2020,2,Financial Services,78584,89189349.84916353
3343,tamil-nadu,2020,2,Others,138405,65529451.74366937
3344,tamil-nadu,2020,3,Peer-to-peer payments,31754077,123561080533.04672
3345,tamil-nadu,2020,3,Merchant payments,20664887,12554589575.504852
3346,tamil-nadu,2020,3,Recharge & bill payments,17521756,7476952307.406668
3347,tamil-nadu,2020,3,Financial Services,129671,158512062.54590106
3348,tamil-nadu,2020,3,Others,207434,90281020.15995154
3349,tamil-nadu,2020,4,Peer-to-peer payments,47800741,172196381789.491
3350,tamil-nadu,2020,4,Merchant payments,41297305,24417758781.65223
3351,tamil-nadu,2020,4,Recharge & bill payments,21563946,9462546013.163391
3352,tamil-nadu,2020,4,Financial Services,153044,186775413.14290395
3353,tamil-nadu,2020,4,Others,364665,209735503.54521424
3354,tamil-nadu,2021,1,Peer-to-peer payments,57446279,206405230307.9611
3355,tamil-nadu,2021,1,Merchant payments,53811885,30722779534.582508
3356,tamil-nadu,2021,1,Recharge & bill payments,24826273,11115915388.739548
3357,tamil-nadu,2021,1,Financial Services,170620,215319360.4840321
3358,tamil-nadu,2021,1,Others,301617,208899281.88347316
3359,tamil-nadu,2021,2,Peer-to-peer payments,60812902,216379027686.30246
3360,tamil-nadu,2021,2,Merchant payments,52048347,33504798112.88382
3361,tamil-nadu,2021,2,Recharge & bill payments,32753032,13155346942.255478
3362,tamil-nadu,2021,2,Financial Services,192614,225113402.6634022
3363,tamil-nadu,2021,2,Others,351547,223054882.44675264
3364,tamil-nadu,2021,3,Merchant payments,85074941,52932187058.575195
3365,tamil-nadu,2021,3,Peer-to-peer payments,83833356,296121079294.8346
3366,tamil-nadu,2021,3,Recharge & bill payments,34751691,15613287081.611631
3367,tamil-nadu,2021,3,Financial Services,182097,246146707.2790811
3368,tamil-nadu,2021,3,Others,515319,294622911.6328684
3369,tamil-nadu,2021,4,Merchant payments,117578360,70539086832.13815
3370,tamil-nadu,2021,4,Peer-to-peer payments,104493071,353529424598.23047
3371,tamil-nadu,2021,4,Recharge & bill payments,36163870,18979178477.53405
3372,tamil-nadu,2021,4,Financial Services,228761,275850497.094934
3373,tamil-nadu,2021,4,Others,691914,400412189.80491126
3374,tamil-nadu,2022,1,Merchant payments,139788772,81798208975.87326
3375,tamil-nadu,2022,1,Peer-to-peer payments,119383791,409631710258.4541
3376,tamil-nadu,2022,1,Recharge & bill payments,34579431,20705079141.096962
3377,tamil-nadu,2022,1,Financial Services,241201,298216135.377552
3378,tamil-nadu,2022,1,Others,579955,355987089.8306444
3379,tamil-nadu,2022,2,Merchant payments,179245529,100813133534.0309
3380,tamil-nadu,2022,2,Peer-to-peer payments,136341691,464333108374.5711
3381,tamil-nadu,2022,2,Recharge & bill payments,38257271,24477663683.793488
3382,tamil-nadu,2022,2,Financial Services,202498,233054908.96978933
3383,tamil-nadu,2022,2,Others,459948,277767177.03123105
3384,tamil-nadu,2022,3,Merchant payments,202149276,109801011246.16069
3385,tamil-nadu,2022,3,Peer-to-peer payments,148805657,493880482824.984
3386,tamil-nadu,2022,3,Recharge & bill payments,41919063,27694221703.16715
3387,tamil-nadu,2022,3,Financial Services,217741,238069828.1652185
3388,tamil-nadu,2022,3,Others,404438,265434770.79138052
3389,tamil-nadu,2022,4,Merchant payments,229308285,118847998736.56468
3390,tamil-nadu,2022,4,Peer-to-peer payments,162920305,526511418812.7734
3391,tamil-nadu,2022,4,Recharge & bill payments,43391904,29719449171.386997
3392,tamil-nadu,2022,4,Financial Services,295740,334812023.56560165
3393,tamil-nadu,2022,4,Others,400402,275988847.1474179
3394,tamil-nadu,2023,1,Merchant payments,248540772,124250251559.0
3395,tamil-nadu,2023,1,Peer-to-peer payments,169269032,554678365256.0
3396,tamil-nadu,2023,1,Recharge & bill payments,42745926,36069237413.0
3397,tamil-nadu,2023,1,Financial Services,281287,303893116.0
3398,tamil-nadu,2023,1,Others,375370,281926174.0
3399,tamil-nadu,2023,2,Merchant payments,270279446,132952561597.0
3400,tamil-nadu,2023,2,Peer-to-peer payments,181169979,603065358975.0
3401,tamil-nadu,2023,2,Recharge & bill payments,46387359,39784453434.0
3402,tamil-nadu,2023,2,Financial Services,273888,317118374.0
3403,tamil-nadu,2023,2,Others,318966,243058635.0
3404,telangana,2018,1,Recharge & bill payments,4209319,831912767.5937189
3405,telangana,2018,1,Peer-to-peer payments,3307245,11748268950.760422
3406,telangana,2018,1,Merchant payments,351474,282899066.6137372
3407,telangana,2018,1,Financial Services,262876,57011875.36233704
3408,telangana,2018,1,Others,391852,388111458.2121352
3409,telangana,2018,2,Peer-to-peer payments,4784079,20748520742.57553
3410,telangana,2018,2,Recharge & bill payments,4686542,1274130053.834579
3411,telangana,2018,2,Merchant payments,701082,551696487.3185428
3412,telangana,2018,2,Financial Services,277805,85498213.25384143
3413,telangana,2018,2,Others,315162,357356020.669816
3414,telangana,2018,3,Peer-to-peer payments,11560952,29253505738.828743
3415,telangana,2018,3,Recharge & bill payments,5328881,1568136060.627837
3416,telangana,2018,3,Merchant payments,1770075,855534175.4794186
3417,telangana,2018,3,Financial Services,307312,52554123.97376218
3418,telangana,2018,3,Others,365483,300363110.81379545
3419,telangana,2018,4,Peer-to-peer payments,15571288,44541667501.74112
3420,telangana,2018,4,Recharge & bill payments,7121135,2165870863.16865
3421,telangana,2018,4,Merchant payments,5315161,2356841304.9649296
3422,telangana,2018,4,Financial Services,392423,64569231.23559249
3423,telangana,2018,4,Others,521147,380139546.93821603
3424,telangana,2019,1,Peer-to-peer payments,40488967,87361237975.49301
3425,telangana,2019,1,Merchant payments,12341901,4144368545.535969
3426,telangana,2019,1,Recharge & bill payments,11525394,3619117615.485172
3427,telangana,2019,1,Financial Services,463688,54547989.275453925
3428,telangana,2019,1,Others,470752,343989909.8750894
3429,telangana,2019,2,Peer-to-peer payments,46741594,141095702899.16147
3430,telangana,2019,2,Merchant payments,25682382,8442740781.469844
3431,telangana,2019,2,Recharge & bill payments,16225017,5603477828.5489645
3432,telangana,2019,2,Financial Services,252173,43627344.86329399
3433,telangana,2019,2,Others,709213,490894328.3915366
3434,telangana,2019,3,Peer-to-peer payments,59981113,180342868388.36203
3435,telangana,2019,3,Merchant payments,44035953,14308557740.55424
3436,telangana,2019,3,Recharge & bill payments,16437222,6793699069.387364
3437,telangana,2019,3,Financial Services,183163,39617186.74048498
3438,telangana,2019,3,Others,857925,445278745.3818412
3439,telangana,2019,4,Peer-to-peer payments,82587060,249346680995.99316
3440,telangana,2019,4,Merchant payments,59347809,21510626607.08445
3441,telangana,2019,4,Recharge & bill payments,20797056,9561315124.602655
3442,telangana,2019,4,Financial Services,137291,33453857.404595934
3443,telangana,2019,4,Others,703042,294688962.659046
3444,telangana,2020,1,Peer-to-peer payments,95668911,327641798044.80554
3445,telangana,2020,1,Merchant payments,76818285,31076431477.91269
3446,telangana,2020,1,Recharge & bill payments,26324268,12324266104.564993
3447,telangana,2020,1,Financial Services,88184,59500639.38684589
3448,telangana,2020,1,Others,509877,241784101.54604858
3449,telangana,2020,2,Peer-to-peer payments,76683293,279478553909.7438
3450,telangana,2020,2,Merchant payments,44181999,26712043204.891262
3451,telangana,2020,2,Recharge & bill payments,30885875,15106945863.857046
3452,telangana,2020,2,Financial Services,116776,134169906.74750492
3453,telangana,2020,2,Others,187200,100126467.191328
3454,telangana,2020,3,Peer-to-peer payments,116668399,437459188905.0534
3455,telangana,2020,3,Merchant payments,86836471,49743225885.179474
3456,telangana,2020,3,Recharge & bill payments,32352860,18378477087.576897
3457,telangana,2020,3,Financial Services,195857,223377023.50525153
3458,telangana,2020,3,Others,318539,156875854.55487928
3459,telangana,2020,4,Peer-to-peer payments,160607487,591976601278.5154
3460,telangana,2020,4,Merchant payments,143897953,81725950703.21272
3461,telangana,2020,4,Recharge & bill payments,38174710,22006183348.80398
3462,telangana,2020,4,Financial Services,230134,275357720.01805824
3463,telangana,2020,4,Others,733503,366346176.40682477
3464,telangana,2021,1,Merchant payments,185230619,95927278280.53006
3465,telangana,2021,1,Peer-to-peer payments,179738195,676276353116.8419
3466,telangana,2021,1,Recharge & bill payments,46371555,26447601338.53346
3467,telangana,2021,1,Financial Services,262473,320153410.17969453
3468,telangana,2021,1,Others,969268,387877900.5044867
3469,telangana,2021,2,Peer-to-peer payments,230861833,872151973637.885
3470,telangana,2021,2,Merchant payments,205232899,123207789311.2962
3471,telangana,2021,2,Recharge & bill payments,58637866,31877277168.343227
3472,telangana,2021,2,Financial Services,278546,300569264.1443888
3473,telangana,2021,2,Others,856400,420723415.91505665
3474,telangana,2021,3,Merchant payments,286735350,159227310549.39368
3475,telangana,2021,3,Peer-to-peer payments,271436926,981754679241.0405
3476,telangana,2021,3,Recharge & bill payments,62744121,36434881136.01624
3477,telangana,2021,3,Financial Services,235519,329138539.4612142
3478,telangana,2021,3,Others,1734852,543116826.3422191
3479,telangana,2021,4,Merchant payments,376584215,212974766412.01556
3480,telangana,2021,4,Peer-to-peer payments,331774591,1204991223519.016
3481,telangana,2021,4,Recharge & bill payments,66477036,44760398983.30789
3482,telangana,2021,4,Financial Services,298871,392141743.6705663
3483,telangana,2021,4,Others,855060,639658842.8998816
3484,telangana,2022,1,Merchant payments,449186799,243841863780.6793
3485,telangana,2022,1,Peer-to-peer payments,368048408,1375289566667.7056
3486,telangana,2022,1,Recharge & bill payments,66352138,50470450179.88254
3487,telangana,2022,1,Financial Services,284035,394283511.9410973
3488,telangana,2022,1,Others,2582005,642005688.7661512
3489,telangana,2022,2,Merchant payments,565370506,307468406704.909
3490,telangana,2022,2,Peer-to-peer payments,422056582,1580014085694.835
3491,telangana,2022,2,Recharge & bill payments,75099130,63136761649.3931
3492,telangana,2022,2,Financial Services,245023,324857780.5553103
3493,telangana,2022,2,Others,611316,470432687.3850265
3494,telangana,2022,3,Merchant payments,880414292,447150646953.73706
3495,telangana,2022,3,Peer-to-peer payments,626830752,2170173323588.53
3496,telangana,2022,3,Recharge & bill payments,119779835,87937210666.27194
3497,telangana,2022,3,Financial Services,340458,442783619.09123904
3498,telangana,2022,3,Others,800064,621900924.4423015
3499,telangana,2022,4,Merchant payments,1002521735,491556008133.53546
3500,telangana,2022,4,Peer-to-peer payments,694612831,2393380395296.8516
3501,telangana,2022,4,Recharge & bill payments,121188131,92136759501.42021
3502,telangana,2022,4,Financial Services,401838,498719426.0054372
3503,telangana,2022,4,Others,782297,680680558.3343163
3504,telangana,2023,1,Merchant payments,830385203,369961744486.0
3505,telangana,2023,1,Peer-to-peer payments,522865792,1898813645344.0
3506,telangana,2023,1,Recharge & bill payments,86187673,102787343319.0
3507,telangana,2023,1,Financial Services,326874,458821191.0
3508,telangana,2023,1,Others,565916,560179944.0
3509,telangana,2023,2,Merchant payments,977182965,429169888297.0
3510,telangana,2023,2,Peer-to-peer payments,593322476,2155918289810.0
3511,telangana,2023,2,Recharge & bill payments,94107914,112036624317.0
3512,telangana,2023,2,Financial Services,354045,517795343.0
3513,telangana,2023,2,Others,463571,507337241.0
3514,tripura,2018,1,Recharge & bill payments,86819,14079439.569905948
3515,tripura,2018,1,Peer-to-peer payments,44844,112229994.97675678
3516,tripura,2018,1,Financial Services,4842,672247.5881710155
3517,tripura,2018,1,Merchant payments,4833,6080959.882836086
3518,tripura,2018,1,Others,6819,4916272.512952799
3519,tripura,2018,2,Recharge & bill payments,118171,22554398.15273035
3520,tripura,2018,2,Peer-to-peer payments,73821,197666881.8729688
3521,tripura,2018,2,Merchant payments,9621,10570951.151568789
3522,tripura,2018,2,Financial Services,6925,1264101.904810368
3523,tripura,2018,2,Others,6021,4835385.634057636
3524,tripura,2018,3,Peer-to-peer payments,186065,398867427.32463384
3525,tripura,2018,3,Recharge & bill payments,156308,33484811.21282282
3526,tripura,2018,3,Merchant payments,21476,16092396.41113394
3527,tripura,2018,3,Financial Services,8106,1080000.0112896338
3528,tripura,2018,3,Others,5748,4338753.080712541
3529,tripura,2018,4,Recharge & bill payments,204720,38334816.66379926
3530,tripura,2018,4,Peer-to-peer payments,179739,549068822.3729683
3531,tripura,2018,4,Merchant payments,50888,31066467.633390322
3532,tripura,2018,4,Financial Services,6441,1023126.8205747404
3533,tripura,2018,4,Others,6271,5392365.973713988
3534,tripura,2019,1,Peer-to-peer payments,296993,679165332.8123899
3535,tripura,2019,1,Recharge & bill payments,227997,44429378.42277926
3536,tripura,2019,1,Merchant payments,46642,28109966.31994779
3537,tripura,2019,1,Financial Services,4189,461473.58856435167
3538,tripura,2019,1,Others,5105,4728790.472138839
3539,tripura,2019,2,Peer-to-peer payments,240776,751113516.2256755
3540,tripura,2019,2,Recharge & bill payments,218649,48989430.60730426
3541,tripura,2019,2,Merchant payments,64829,35275706.82877502
3542,tripura,2019,2,Financial Services,1899,339184.3344705297
3543,tripura,2019,2,Others,6405,6103644.851151889
3544,tripura,2019,3,Recharge & bill payments,339539,81845425.35425141
3545,tripura,2019,3,Peer-to-peer payments,270163,884623553.9011384
3546,tripura,2019,3,Merchant payments,68399,44802063.64430427
3547,tripura,2019,3,Financial Services,27970,582020.9903208594
3548,tripura,2019,3,Others,5646,5524358.927209696
3549,tripura,2019,4,Recharge & bill payments,373779,88001651.28693296
3550,tripura,2019,4,Peer-to-peer payments,359076,1071507585.9983547
3551,tripura,2019,4,Merchant payments,62458,51274033.720727704
3552,tripura,2019,4,Financial Services,2239,377097.66713108413
3553,tripura,2019,4,Others,4272,4239791.585043055
3554,tripura,2020,1,Recharge & bill payments,449584,114355218.03514045
3555,tripura,2020,1,Peer-to-peer payments,366218,1400694933.570157
3556,tripura,2020,1,Merchant payments,102861,68590603.6377098
3557,tripura,2020,1,Financial Services,1722,1066651.521721911
3558,tripura,2020,1,Others,4117,4071399.6237732675
3559,tripura,2020,2,Recharge & bill payments,600206,163220166.76643574
3560,tripura,2020,2,Peer-to-peer payments,346863,1501452755.6890237
3561,tripura,2020,2,Merchant payments,97816,99795973.60794038
3562,tripura,2020,2,Financial Services,2904,2247782.5219734698
3563,tripura,2020,2,Others,4731,2459205.000588993
3564,tripura,2020,3,Recharge & bill payments,627363,185201997.2796099
3565,tripura,2020,3,Peer-to-peer payments,477769,1959371082.9173033
3566,tripura,2020,3,Merchant payments,202106,190218136.2808841
3567,tripura,2020,3,Financial Services,3828,3141391.5755430083
3568,tripura,2020,3,Others,6819,3886908.1625436572
3569,tripura,2020,4,Peer-to-peer payments,650386,2683789889.83192
3570,tripura,2020,4,Recharge & bill payments,631611,192385823.43220186
3571,tripura,2020,4,Merchant payments,357567,296872485.4156503
3572,tripura,2020,4,Financial Services,4084,3666639.308697606
3573,tripura,2020,4,Others,8242,5416158.232838955
3574,tripura,2021,1,Peer-to-peer payments,643366,2821226150.5919185
3575,tripura,2021,1,Recharge & bill payments,508718,173211140.89346513
3576,tripura,2021,1,Merchant payments,350366,333743281.32103896
