,State,Year,Quarter,District,Count,Amount
2737,chhattisgarh,2020,2,gariyaband district,256651,474806305.0637693
2738,chhattisgarh,2020,2,durg district,2269659,3224351699.513093
2739,chhattisgarh,2020,2,rajnandgaon district,673472,1115085386.2998686
2740,chhattisgarh,2020,2,raipur district,4506567,8132937028.126704
2741,chhattisgarh,2020,2,narayanpur district,79049,144153919.67027372
2742,chhattisgarh,2020,2,kanker district,386419,720470774.5190057
2743,chhattisgarh,2020,2,korea district,386555,725095695.8659099
2744,chhattisgarh,2020,2,mungeli district,233660,403225447.3262347
2745,chhattisgarh,2020,2,bilaspur district,1317592,2187204544.3310075
2746,chhattisgarh,2020,2,balrampur district,364767,863677503.587856
2747,chhattisgarh,2020,2,bijapur district,178476,411677296.53790194
2748,chhattisgarh,2020,2,bemetara district,326694,493432459.02954155
2749,chhattisgarh,2020,2,bastar district,464740,971932585.9016597
2750,chhattisgarh,2020,2,kondagaon district,214666,365998866.829898
2751,chhattisgarh,2020,2,mahasamund district,554707,987188501.0492831
2752,chhattisgarh,2020,3,dhamtari district,464301,785732349.938926
2753,chhattisgarh,2020,3,korba district,1244497,2009501714.6041927
2754,chhattisgarh,2020,3,surajpur district,466294,871383230.3060559
2755,chhattisgarh,2020,3,baloda bazar district,771002,1235479975.3188782
2756,chhattisgarh,2020,3,sukma district,169385,438530201.2157915
